TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2025-12-19 06:55:18,1766127318587,matthew-cody-project-labor-pool.vercel.app/login,GET,_rsc=bgp78,200,mk655-1766127318587-b0bb284e11da,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/login.segments/!KGF1dGgp/login.segment,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,224,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:18,1766127318587,matthew-cody-project-labor-pool.vercel.app/login,GET,_rsc=mixvq,200,gvbz4-1766127318587-17f8e5964750,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/login.segments/!KGF1dGgp/login/__PAGE__.segment,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,236,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:18,1766127318564,matthew-cody-project-labor-pool.vercel.app/login,GET,_rsc=enum7,200,z78xp-1766127318564-94f8f4bfb626,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/login.segments/_head.segment,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,222,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:18,1766127318285,matthew-cody-project-labor-pool.vercel.app/login,GET,_rsc=lqhut,200,49jjl-1766127318285-799ee3ff0c49,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/login.segments/_tree.segment,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,206,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:17,1766127317274,matthew-cody-project-labor-pool.vercel.app/register,GET,_rsc=9m5cy,200,658g2-1766127317274-4772ccb2e530,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/register.segments/!KGF1dGgp/register/__PAGE__.segment,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,212,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:16,1766127316994,matthew-cody-project-labor-pool.vercel.app/register,GET,_rsc=12sxf,200,6rl6h-1766127316994-817d9ff14ed0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/register.segments/!KGF1dGgp.segment,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,204,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:16,1766127316994,matthew-cody-project-labor-pool.vercel.app/register,GET,_rsc=gowx9,200,658g2-1766127316994-df7ed43c1eaa,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/register.segments/!KGF1dGgp/register.segment,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,212,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:16,1766127316992,matthew-cody-project-labor-pool.vercel.app/register,GET,_rsc=4c4j4,200,cbk7r-1766127316992-cea39f66aca6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/register.segments/_index.segment,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,430,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:16,1766127316976,matthew-cody-project-labor-pool.vercel.app/register,GET,_rsc=m8m8p,200,6hdq5-1766127316976-7fcea1ee852b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/register.segments/_head.segment,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,251,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:16,1766127316794,matthew-cody-project-labor-pool.vercel.app/register,GET,_rsc=17yrj,200,z6hr7-1766127316794-70699a3e7868,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/register.segments/_tree.segment,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,105,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:16,1766127316794,matthew-cody-project-labor-pool.vercel.app/api/auth/session,GET,nxtPnextauth=session,200,2rndd-1766127316794-9d75301f0f9e,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,MISS,serverless,/api/auth/[...nextauth],matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,150,iad1,262,2048,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,01KCTP8BV23JA3ADYS5YBDR237,8pu4ipGa0Ep5,1
2025-12-19 06:55:16,1766127316224,matthew-cody-project-labor-pool.vercel.app/login,GET,,200,658g2-1766127316224-41690de9684a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,PRERENDER,static,/login,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,109,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:16,1766127316035,matthew-cody-project-labor-pool.vercel.app/,GET,,307,8w55r-1766127316035-03f637f3368a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",,production,main,MISS,serverless,/,matthew-cody-project-labor-pool.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,17,iad1,285,2048,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,01KCTP8B3GXCJX4ZRQK6X7EVJ6,yiiW33axfnRo,1
2025-12-19 06:55:15,1766127315442,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/login,GET,,200,wg4fm-1766127315442-1abc6f871016,vercel-favicon/1.0,,production,main,HIT,static,/login,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,6,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:15,1766127315321,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/,GET,,307,2vctr-1766127315321-2939ff7502d5,vercel-favicon/1.0,,production,main,MISS,serverless,/,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,17,iad1,285,2048,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,01KCTP8AD2SBCXWR1BR1VNTGZS,yiiW33axfnRo,1
2025-12-19 06:55:10,1766127310857,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/register,GET,_rsc=17yrj,200,lkfrj-1766127310857-32593c263d39,vercel-screenshot/1.0,,production,main,PRERENDER,static,/register.segments/_tree.segment,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,156,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:10,1766127310857,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/api/auth/session,GET,nxtPnextauth=session,200,gvbz4-1766127310857-1853a4043896,vercel-screenshot/1.0,,production,main,MISS,serverless,/api/auth/[...nextauth],matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,548,iad1,257,2048,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,01KCTP86359PQA8YKPEW0JHM86,x4bOq5cc7sza,1
2025-12-19 06:55:10,1766127310801,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/register,GET,_rsc=17yrj,200,f96mf-1766127310801-75cfa4aaf70f,vercel-screenshot/1.0,,production,main,PRERENDER,static,/register.segments/_tree.segment,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,218,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:10,1766127310796,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/api/auth/session,GET,nxtPnextauth=session,200,f4pmf-1766127310796-165f681228ff,vercel-screenshot/1.0,,production,main,MISS,serverless,/api/auth/[...nextauth],matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,371,iad1,280,2048,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,01KCTP86308QVY4XNMD3JF1YTG,NO3qTvvLSVWr,1
2025-12-19 06:55:10,1766127310672,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/login,GET,,200,csxgb-1766127310672-7b80b15b4c61,vercel-screenshot/1.0,,production,main,HIT,static,/login,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,6,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:10,1766127310538,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/,GET,,307,8w55r-1766127310538-88ffd19ec2b2,vercel-screenshot/1.0,,production,main,MISS,serverless,/,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,34,iad1,292,2048,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,01KCTP85QMBNBNH1MF0NGG82V5,yiiW33axfnRo,1
2025-12-19 06:55:10,1766127310385,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/login,GET,,200,4lz4z-1766127310385-6067cb2037d3,vercel-screenshot/1.0,,production,main,HIT,static,/login,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,5,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:10,1766127310327,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/login,GET,,200,b7xvz-1766127310327-b057cb5a3132,vercel-screenshot/1.0,,production,main,HIT,static,/login,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,134,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:10,1766127310143,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/,GET,,307,4lz4z-1766127310143-40417dd3f25f,vercel-screenshot/1.0,,production,main,MISS,serverless,/,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,34,iad1,265,2048,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,01KCTP85EPKH3C0WSGKN8Y58DH,EDJhYqD3xgVG,1
2025-12-19 06:55:09,1766127309712,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/login,GET,,200,n5kk5-1766127309712-f96b4b200358,vercel-screenshot/1.0,,production,main,PRERENDER,static,/login,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,299,sfo1,,,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,,,
2025-12-19 06:55:09,1766127309012,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/,GET,,307,ld9gh-1766127309012-f95d041a5fb9,vercel-screenshot/1.0,,production,main,MISS,serverless,/,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,382,iad1,264,2048,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,01KCTP84F1V1HWNFJ1K50VTRVE,EDJhYqD3xgVG,1
2025-12-19 06:55:09,1766127309010,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app/,GET,,307,4gqpz-1766127309010-5ecf32884ba0,vercel-screenshot/1.0,,production,main,MISS,serverless,/,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,matthew-cody-project-labor-pool-ga0osstvs-the-express.vercel.app,dpl_sqLbiMMvcvwbwkCVbdryiFKchRU5,1058,iad1,292,2048,,prj_QISaRlzPSNVQ5Q9kwgF4Zbp7C6y3,,,01KCTP84F022S6CB9N2A3SDEZE,yiiW33axfnRo,1
